year,round,race_name,circuit,driver,constructor,grid,position,points,status,laps
2009,3,Chinese Grand Prix,shanghai,hamilton,mclaren,9,6,3.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,glock,toyota,19,7,2.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,buemi,toro_rosso,10,8,1.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,alonso,renault,2,9,0.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,raikkonen,ferrari,8,10,0.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,bourdais,toro_rosso,15,11,0.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,heidfeld,bmw_sauber,11,12,0.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,kubica,bmw_sauber,17,13,0.0,Finished,56
2009,3,Chinese Grand Prix,shanghai,fisichella,force_india,20,14,0.0,+1 Lap,55
2009,3,Chinese Grand Prix,shanghai,rosberg,williams,7,15,0.0,+1 Lap,55
2009,3,Chinese Grand Prix,shanghai,piquet_jr,renault,16,16,0.0,+2 Laps,54
2009,3,Chinese Grand Prix,shanghai,sutil,force_india,18,17,0.0,Spun off,50
2009,3,Chinese Grand Prix,shanghai,nakajima,williams,14,18,0.0,Retired,43
2009,3,Chinese Grand Prix,shanghai,massa,ferrari,13,19,0.0,Electronics,20
2009,3,Chinese Grand Prix,shanghai,trulli,toyota,6,20,0.0,Collision,18
2009,4,Bahrain Grand Prix,bahrain,button,brawn,4,1,10.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,vettel,red_bull,3,2,8.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,trulli,toyota,1,3,6.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,hamilton,mclaren,5,4,5.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,barrichello,brawn,6,5,4.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,raikkonen,ferrari,10,6,3.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,glock,toyota,2,7,2.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,alonso,renault,7,8,1.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,rosberg,williams,9,9,0.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,piquet_jr,renault,15,10,0.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,webber,red_bull,18,11,0.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,kovalainen,mclaren,11,12,0.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,bourdais,toro_rosso,20,13,0.0,Finished,57
2009,4,Bahrain Grand Prix,bahrain,massa,ferrari,8,14,0.0,+1 Lap,56
2009,4,Bahrain Grand Prix,bahrain,fisichella,force_india,17,15,0.0,+1 Lap,56
2009,4,Bahrain Grand Prix,bahrain,sutil,force_india,19,16,0.0,+1 Lap,56
2009,4,Bahrain Grand Prix,bahrain,buemi,toro_rosso,16,17,0.0,+1 Lap,56
2009,4,Bahrain Grand Prix,bahrain,kubica,bmw_sauber,13,18,0.0,+1 Lap,56
2009,4,Bahrain Grand Prix,bahrain,heidfeld,bmw_sauber,14,19,0.0,+1 Lap,56
2009,4,Bahrain Grand Prix,bahrain,nakajima,williams,12,20,0.0,Oil pressure,48
2009,5,Spanish Grand Prix,catalunya,button,brawn,1,1,10.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,barrichello,brawn,3,2,8.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,webber,red_bull,5,3,6.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,vettel,red_bull,2,4,5.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,alonso,renault,8,5,4.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,massa,ferrari,4,6,3.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,heidfeld,bmw_sauber,13,7,2.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,rosberg,williams,9,8,1.0,Finished,66
2009,5,Spanish Grand Prix,catalunya,hamilton,mclaren,14,9,0.0,+1 Lap,65
2009,5,Spanish Grand Prix,catalunya,glock,toyota,6,10,0.0,+1 Lap,65
2009,5,Spanish Grand Prix,catalunya,kubica,bmw_sauber,10,11,0.0,+1 Lap,65
2009,5,Spanish Grand Prix,catalunya,piquet_jr,renault,12,12,0.0,+1 Lap,65
2009,5,Spanish Grand Prix,catalunya,nakajima,williams,11,13,0.0,+1 Lap,65
2009,5,Spanish Grand Prix,catalunya,fisichella,force_india,20,14,0.0,+1 Lap,65
2009,5,Spanish Grand Prix,catalunya,raikkonen,ferrari,16,15,0.0,Hydraulics,17
2009,5,Spanish Grand Prix,catalunya,kovalainen,mclaren,18,16,0.0,Gearbox,7
2009,5,Spanish Grand Prix,catalunya,trulli,toyota,7,17,0.0,Collision,0
2009,5,Spanish Grand Prix,catalunya,buemi,toro_rosso,15,18,0.0,Collision,0
2009,5,Spanish Grand Prix,catalunya,bourdais,toro_rosso,17,19,0.0,Collision,0
2009,5,Spanish Grand Prix,catalunya,sutil,force_india,19,20,0.0,Collision,0
2010,1,Bahrain Grand Prix,bahrain,alonso,ferrari,3,1,25.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,massa,ferrari,2,2,18.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,hamilton,mclaren,4,3,15.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,vettel,red_bull,1,4,12.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,rosberg,mercedes,5,5,10.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,michael_schumacher,mercedes,7,6,8.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,button,mclaren,8,7,6.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,webber,red_bull,6,8,4.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,liuzzi,force_india,12,9,2.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,barrichello,williams,11,10,1.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,kubica,renault,9,11,0.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,sutil,force_india,10,12,0.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,alguersuari,toro_rosso,18,13,0.0,Finished,49
2010,1,Bahrain Grand Prix,bahrain,hulkenberg,williams,13,14,0.0,+1 Lap,48
2010,1,Bahrain Grand Prix,bahrain,kovalainen,lotus_racing,21,15,0.0,+2 Laps,47
2010,1,Bahrain Grand Prix,bahrain,buemi,toro_rosso,15,16,0.0,Electrical,46
2010,1,Bahrain Grand Prix,bahrain,trulli,lotus_racing,20,17,0.0,Hydraulics,46
2010,1,Bahrain Grand Prix,bahrain,rosa,sauber,14,18,0.0,Hydraulics,28
2010,1,Bahrain Grand Prix,bahrain,bruno_senna,hrt,23,19,0.0,Overheating,17
2010,1,Bahrain Grand Prix,bahrain,glock,virgin,19,20,0.0,Gearbox,16
2010,1,Bahrain Grand Prix,bahrain,petrov,renault,17,21,0.0,Suspension,13
2010,1,Bahrain Grand Prix,bahrain,kobayashi,sauber,16,22,0.0,Hydraulics,11
2010,1,Bahrain Grand Prix,bahrain,grassi,virgin,22,23,0.0,Hydraulics,2
2010,1,Bahrain Grand Prix,bahrain,chandhok,hrt,24,24,0.0,Accident,1
2010,2,Australian Grand Prix,albert_park,button,mclaren,4,1,25.0,Finished,58
2010,2,Australian Grand Prix,albert_park,kubica,renault,9,2,18.0,Finished,58
2010,2,Australian Grand Prix,albert_park,massa,ferrari,5,3,15.0,Finished,58
2010,2,Australian Grand Prix,albert_park,alonso,ferrari,3,4,12.0,Finished,58
2010,2,Australian Grand Prix,albert_park,rosberg,mercedes,6,5,10.0,Finished,58
2010,2,Australian Grand Prix,albert_park,hamilton,mclaren,11,6,8.0,Finished,58
2010,2,Australian Grand Prix,albert_park,liuzzi,force_india,13,7,6.0,Finished,58
2010,2,Australian Grand Prix,albert_park,barrichello,williams,8,8,4.0,Finished,58
2010,2,Australian Grand Prix,albert_park,webber,red_bull,2,9,2.0,Finished,58
2010,2,Australian Grand Prix,albert_park,michael_schumacher,mercedes,7,10,1.0,Finished,58
2010,2,Australian Grand Prix,albert_park,alguersuari,toro_rosso,17,11,0.0,Finished,58
2010,2,Australian Grand Prix,albert_park,rosa,sauber,14,12,0.0,Finished,58
2010,2,Australian Grand Prix,albert_park,kovalainen,lotus_racing,19,13,0.0,+2 Laps,56
2010,2,Australian Grand Prix,albert_park,chandhok,hrt,22,14,0.0,+5 Laps,53
2010,2,Australian Grand Prix,albert_park,glock,virgin,23,15,0.0,Suspension,41
2010,2,Australian Grand Prix,albert_park,grassi,virgin,24,16,0.0,Hydraulics,26
2010,2,Australian Grand Prix,albert_park,vettel,red_bull,1,17,0.0,Wheel,25
2010,2,Australian Grand Prix,albert_park,sutil,force_india,10,18,0.0,Engine,9
2010,2,Australian Grand Prix,albert_park,petrov,renault,18,19,0.0,Spun off,9
2010,2,Australian Grand Prix,albert_park,bruno_senna,hrt,21,20,0.0,Hydraulics,4
2010,2,Australian Grand Prix,albert_park,buemi,toro_rosso,12,21,0.0,Collision,0
2010,2,Australian Grand Prix,albert_park,hulkenberg,williams,15,22,0.0,Collision,0
2010,2,Australian Grand Prix,albert_park,kobayashi,sauber,16,23,0.0,Collision,0
2010,2,Australian Grand Prix,albert_park,trulli,lotus_racing,20,24,0.0,Hydraulics,0
2010,3,Malaysian Grand Prix,sepang,vettel,red_bull,3,1,25.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,webber,red_bull,1,2,18.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,rosberg,mercedes,2,3,15.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,kubica,renault,6,4,12.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,sutil,force_india,4,5,10.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,hamilton,mclaren,20,6,8.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,massa,ferrari,21,7,6.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,button,mclaren,17,8,4.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,alguersuari,toro_rosso,14,9,2.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,hulkenberg,williams,5,10,1.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,buemi,toro_rosso,13,11,0.0,Finished,56
2010,3,Malaysian Grand Prix,sepang,barrichello,williams,7,12,0.0,+1 Lap,55
2010,3,Malaysian Grand Prix,sepang,alonso,ferrari,19,13,0.0,Engine,54
2010,3,Malaysian Grand Prix,sepang,grassi,virgin,24,14,0.0,+3 Laps,53
2010,3,Malaysian Grand Prix,sepang,chandhok,hrt,22,15,0.0,+3 Laps,53
2010,3,Malaysian Grand Prix,sepang,bruno_senna,hrt,23,16,0.0,+4 Laps,52
2010,3,Malaysian Grand Prix,sepang,trulli,lotus_racing,18,17,0.0,+5 Laps,51
2010,3,Malaysian Grand Prix,sepang,kovalainen,lotus_racing,15,18,0.0,+10 Laps,46
2010,3,Malaysian Grand Prix,sepang,petrov,renault,11,19,0.0,Gearbox,32
2010,3,Malaysian Grand Prix,sepang,liuzzi,force_india,10,20,0.0,Throttle,12
2010,3,Malaysian Grand Prix,sepang,michael_schumacher,mercedes,8,21,0.0,Wheel,9
2010,3,Malaysian Grand Prix,sepang,kobayashi,sauber,9,22,0.0,Engine,8
2010,3,Malaysian Grand Prix,sepang,glock,virgin,16,23,0.0,Spun off,2
2010,3,Malaysian Grand Prix,sepang,rosa,sauber,12,24,0.0,Engine,0
2010,4,Chinese Grand Prix,shanghai,button,mclaren,5,1,25.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,hamilton,mclaren,6,2,18.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,rosberg,mercedes,4,3,15.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,alonso,ferrari,3,4,12.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,kubica,renault,8,5,10.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,vettel,red_bull,1,6,8.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,petrov,renault,14,7,6.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,webber,red_bull,2,8,4.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,massa,ferrari,7,9,2.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,michael_schumacher,mercedes,9,10,1.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,sutil,force_india,10,11,0.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,barrichello,williams,11,12,0.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,alguersuari,toro_rosso,12,13,0.0,Finished,56
2010,4,Chinese Grand Prix,shanghai,kovalainen,lotus_racing,21,14,0.0,+1 Lap,55
2010,4,Chinese Grand Prix,shanghai,hulkenberg,williams,16,15,0.0,+1 Lap,55
2010,4,Chinese Grand Prix,shanghai,bruno_senna,hrt,23,16,0.0,+2 Laps,54
2010,4,Chinese Grand Prix,shanghai,chandhok,hrt,24,17,0.0,+4 Laps,52
2010,4,Chinese Grand Prix,shanghai,trulli,lotus_racing,20,18,0.0,Hydraulics,26
2010,4,Chinese Grand Prix,shanghai,grassi,virgin,22,19,0.0,Clutch,8
2010,4,Chinese Grand Prix,shanghai,rosa,sauber,17,20,0.0,Technical,7
2010,4,Chinese Grand Prix,shanghai,buemi,toro_rosso,13,21,0.0,Accident,0
2010,4,Chinese Grand Prix,shanghai,kobayashi,sauber,15,22,0.0,Accident,0
2010,4,Chinese Grand Prix,shanghai,liuzzi,force_india,18,23,0.0,Accident,0
2010,4,Chinese Grand Prix,shanghai,glock,virgin,19,24,0.0,Engine,0
2010,5,Spanish Grand Prix,catalunya,webber,red_bull,1,1,25.0,Finished,66
2010,5,Spanish Grand Prix,catalunya,alonso,ferrari,4,2,18.0,Finished,66
2010,5,Spanish Grand Prix,catalunya,vettel,red_bull,2,3,15.0,Finished,66
2010,5,Spanish Grand Prix,catalunya,michael_schumacher,mercedes,6,4,12.0,Finished,66
2011,1,Australian Grand Prix,albert_park,vettel,red_bull,1,1,25.0,Finished,58
2011,1,Australian Grand Prix,albert_park,hamilton,mclaren,2,2,18.0,Finished,58
2011,1,Australian Grand Prix,albert_park,petrov,renault,6,3,15.0,Finished,58
2011,1,Australian Grand Prix,albert_park,alonso,ferrari,5,4,12.0,Finished,58
2011,1,Australian Grand Prix,albert_park,webber,red_bull,3,5,10.0,Finished,58
2011,1,Australian Grand Prix,albert_park,button,mclaren,4,6,8.0,Finished,58
2011,1,Australian Grand Prix,albert_park,massa,ferrari,8,7,6.0,Finished,58
2011,1,Australian Grand Prix,albert_park,buemi,toro_rosso,10,8,4.0,+1 Lap,57
2011,1,Australian Grand Prix,albert_park,sutil,force_india,16,9,2.0,+1 Lap,57
2011,1,Australian Grand Prix,albert_park,resta,force_india,14,10,1.0,+1 Lap,57
2011,1,Australian Grand Prix,albert_park,alguersuari,toro_rosso,12,11,0.0,+1 Lap,57
2011,1,Australian Grand Prix,albert_park,heidfeld,renault,18,12,0.0,+1 Lap,57
2011,1,Australian Grand Prix,albert_park,trulli,lotus_racing,20,13,0.0,+2 Laps,56
2011,1,Australian Grand Prix,albert_park,ambrosio,virgin,22,14,0.0,+4 Laps,54
2011,1,Australian Grand Prix,albert_park,glock,virgin,21,15,0.0,+9 Laps,49
2011,1,Australian Grand Prix,albert_park,barrichello,williams,17,16,0.0,Transmission,48
2011,1,Australian Grand Prix,albert_park,rosberg,mercedes,7,17,0.0,Collision,22
2011,1,Australian Grand Prix,albert_park,kovalainen,lotus_racing,19,18,0.0,Water leak,19
2011,1,Australian Grand Prix,albert_park,michael_schumacher,mercedes,11,19,0.0,Collision,19
2011,1,Australian Grand Prix,albert_park,maldonado,williams,15,20,0.0,Transmission,9
2011,1,Australian Grand Prix,albert_park,kobayashi,sauber,9,21,0.0,Disqualified,58
2011,1,Australian Grand Prix,albert_park,perez,sauber,13,22,0.0,Disqualified,58
2011,2,Malaysian Grand Prix,sepang,vettel,red_bull,1,1,25.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,button,mclaren,4,2,18.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,heidfeld,renault,6,3,15.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,webber,red_bull,3,4,12.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,massa,ferrari,7,5,10.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,alonso,ferrari,5,6,8.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,kobayashi,sauber,10,7,6.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,hamilton,mclaren,2,8,4.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,michael_schumacher,mercedes,11,9,2.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,resta,force_india,14,10,1.0,Finished,56
2011,2,Malaysian Grand Prix,sepang,sutil,force_india,17,11,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,sepang,rosberg,mercedes,9,12,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,sepang,buemi,toro_rosso,12,13,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,sepang,alguersuari,toro_rosso,13,14,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,sepang,kovalainen,lotus_racing,19,15,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,sepang,glock,virgin,21,16,0.0,+2 Laps,54
2011,2,Malaysian Grand Prix,sepang,petrov,renault,8,17,0.0,Accident,52
2011,2,Malaysian Grand Prix,sepang,liuzzi,hrt,23,18,0.0,+10 Laps,46
2011,2,Malaysian Grand Prix,sepang,ambrosio,virgin,22,19,0.0,Accident,42
2011,2,Malaysian Grand Prix,sepang,trulli,lotus_racing,20,20,0.0,Clutch,31
2011,2,Malaysian Grand Prix,sepang,perez,sauber,16,21,0.0,Accident,23
2011,2,Malaysian Grand Prix,sepang,barrichello,williams,15,22,0.0,Gearbox,22
2011,2,Malaysian Grand Prix,sepang,karthikeyan,hrt,24,23,0.0,+42 Laps,14
2011,2,Malaysian Grand Prix,sepang,maldonado,williams,18,24,0.0,Engine misfire,8
2011,3,Chinese Grand Prix,shanghai,hamilton,mclaren,3,1,25.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,vettel,red_bull,1,2,18.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,webber,red_bull,18,3,15.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,button,mclaren,2,4,12.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,rosberg,mercedes,4,5,10.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,massa,ferrari,6,6,8.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,alonso,ferrari,5,7,6.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,michael_schumacher,mercedes,14,8,4.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,petrov,renault,10,9,2.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,kobayashi,sauber,13,10,1.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,resta,force_india,8,11,0.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,heidfeld,renault,16,12,0.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,barrichello,williams,15,13,0.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,buemi,toro_rosso,9,14,0.0,Finished,56
2011,3,Chinese Grand Prix,shanghai,sutil,force_india,11,15,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,shanghai,kovalainen,lotus_racing,19,16,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,shanghai,perez,sauber,12,17,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,shanghai,maldonado,williams,17,18,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,shanghai,trulli,lotus_racing,20,19,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,shanghai,ambrosio,virgin,21,20,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,shanghai,glock,virgin,22,21,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,shanghai,liuzzi,hrt,23,22,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,shanghai,karthikeyan,hrt,24,23,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,shanghai,alguersuari,toro_rosso,7,24,0.0,Wheel,9
2011,4,Turkish Grand Prix,istanbul,vettel,red_bull,1,1,25.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,webber,red_bull,2,2,18.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,alonso,ferrari,5,3,15.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,hamilton,mclaren,4,4,12.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,rosberg,mercedes,3,5,10.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,button,mclaren,6,6,8.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,heidfeld,renault,9,7,6.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,petrov,renault,7,8,4.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,buemi,toro_rosso,16,9,2.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,kobayashi,sauber,24,10,1.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,massa,ferrari,10,11,0.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,michael_schumacher,mercedes,8,12,0.0,Finished,58
2011,4,Turkish Grand Prix,istanbul,sutil,force_india,12,13,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,istanbul,perez,sauber,15,14,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,istanbul,barrichello,williams,11,15,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,istanbul,alguersuari,toro_rosso,17,16,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,istanbul,maldonado,williams,14,17,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,istanbul,trulli,lotus_racing,19,18,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,istanbul,kovalainen,lotus_racing,18,19,0.0,+2 Laps,56
2011,4,Turkish Grand Prix,istanbul,ambrosio,virgin,23,20,0.0,+2 Laps,56
2011,4,Turkish Grand Prix,istanbul,karthikeyan,hrt,22,21,0.0,+3 Laps,55
2011,4,Turkish Grand Prix,istanbul,liuzzi,hrt,20,22,0.0,+5 Laps,53
2011,4,Turkish Grand Prix,istanbul,resta,force_india,13,23,0.0,Retired,44
2011,4,Turkish Grand Prix,istanbul,glock,virgin,21,24,0.0,Gearbox,0
2011,5,Spanish Grand Prix,catalunya,vettel,red_bull,2,1,25.0,Finished,66
2011,5,Spanish Grand Prix,catalunya,hamilton,mclaren,3,2,18.0,Finished,66
2011,5,Spanish Grand Prix,catalunya,button,mclaren,5,3,15.0,Finished,66
2011,5,Spanish Grand Prix,catalunya,webber,red_bull,1,4,12.0,Finished,66
2011,5,Spanish Grand Prix,catalunya,alonso,ferrari,4,5,10.0,+1 Lap,65
2011,5,Spanish Grand Prix,catalunya,michael_schumacher,mercedes,10,6,8.0,+1 Lap,65
2012,1,Australian Grand Prix,albert_park,button,mclaren,2,1,25.0,Finished,58
2012,1,Australian Grand Prix,albert_park,vettel,red_bull,6,2,18.0,Finished,58
2012,1,Australian Grand Prix,albert_park,hamilton,mclaren,1,3,15.0,Finished,58
2012,1,Australian Grand Prix,albert_park,webber,red_bull,5,4,12.0,Finished,58
2012,1,Australian Grand Prix,albert_park,alonso,ferrari,12,5,10.0,Finished,58
2012,1,Australian Grand Prix,albert_park,kobayashi,sauber,13,6,8.0,Finished,58
2012,1,Australian Grand Prix,albert_park,raikkonen,lotus_f1,17,7,6.0,Finished,58
2012,1,Australian Grand Prix,albert_park,perez,sauber,22,8,4.0,Finished,58
2012,1,Australian Grand Prix,albert_park,ricciardo,toro_rosso,10,9,2.0,Finished,58
2012,1,Australian Grand Prix,albert_park,resta,force_india,15,10,1.0,Finished,58
2012,1,Australian Grand Prix,albert_park,vergne,toro_rosso,11,11,0.0,Finished,58
2012,1,Australian Grand Prix,albert_park,rosberg,mercedes,7,12,0.0,Finished,58
2012,1,Australian Grand Prix,albert_park,maldonado,williams,8,13,0.0,Accident,57
2012,1,Australian Grand Prix,albert_park,glock,marussia,20,14,0.0,+1 Lap,57
2012,1,Australian Grand Prix,albert_park,pic,marussia,21,15,0.0,+5 Laps,53
2012,1,Australian Grand Prix,albert_park,bruno_senna,williams,14,16,0.0,Collision,52
2012,1,Australian Grand Prix,albert_park,massa,ferrari,16,17,0.0,Collision,46
2012,1,Australian Grand Prix,albert_park,kovalainen,caterham,18,18,0.0,Suspension,38
2012,1,Australian Grand Prix,albert_park,petrov,caterham,19,19,0.0,Steering,34
2012,1,Australian Grand Prix,albert_park,michael_schumacher,mercedes,4,20,0.0,Gearbox,10
2012,1,Australian Grand Prix,albert_park,grosjean,lotus_f1,3,21,0.0,Collision,1
2012,1,Australian Grand Prix,albert_park,hulkenberg,force_india,9,22,0.0,Collision,0
2012,2,Malaysian Grand Prix,sepang,alonso,ferrari,8,1,25.0,Finished,56
2012,2,Malaysian Grand Prix,sepang,perez,sauber,9,2,18.0,Finished,56
2012,2,Malaysian Grand Prix,sepang,hamilton,mclaren,1,3,15.0,Finished,56
